method,end_point,response_time,hour_of_day,day_of_week,month,is_weekend,error_count,unique_error_type,avg_response_time,max_response_time,response_time_category,is_potential_anomalous
GET,/metrics,63,6,1,12,0,287,5,234.4954096,4998,fast,0
GET,/login,89,7,1,12,0,287,5,234.4954096,4998,fast,0
GET,/metrics,125,7,1,12,0,287,5,234.4954096,4998,normal,0
DELETE,/data,292,7,1,12,0,313,5,242.773283,4979,normal,1
PUT,/admin,166,7,1,12,0,315,5,238.6485995,4986,normal,0
DELETE,/users,161,7,1,12,0,315,5,238.6485995,4986,normal,0
DELETE,/data,137,7,1,12,0,322,5,243.0159184,4961,normal,0
PUT,/admin,177,7,1,12,0,322,5,243.0159184,4961,normal,0
PATCH,/users,174,7,1,12,0,308,5,234.9827711,4994,normal,0
PUT,/users,281,7,1,12,0,322,5,243.0159184,4961,normal,1
PATCH,/admin,64,7,1,12,0,305,5,238.7543703,4942,fast,0
DELETE,/admin,293,7,1,12,0,319,5,243.46375,4857,normal,1
POST,/login,195,8,1,12,0,303,5,251.9843433,4980,normal,0
DELETE,/metrics,279,8,1,12,0,319,5,243.46375,4857,normal,1
GET,/data,130,8,1,12,0,319,5,243.46375,4857,normal,0
GET,/admin,80,8,1,12,0,303,5,251.9843433,4980,fast,0
PUT,/data,198,8,1,12,0,322,5,243.0159184,4961,normal,0
POST,/users,109,8,1,12,0,287,5,234.4954096,4998,normal,0
DELETE,/data,115,9,1,12,0,305,5,238.7543703,4942,normal,0
PATCH,/metrics,283,9,1,12,0,303,5,251.9843433,4980,normal,1
PUT,/login,137,9,1,12,0,305,5,238.7543703,4942,normal,0
POST,/data,291,9,1,12,0,319,5,243.46375,4857,normal,1
PATCH,/data,266,9,1,12,0,281,5,231.1578757,4991,normal,1
GET,/admin,64,9,1,12,0,303,5,251.9843433,4980,fast,0
PUT,/data,248,10,1,12,0,305,5,238.7543703,4942,normal,1
DELETE,/data,296,10,1,12,0,313,5,242.773283,4979,normal,1
PATCH,/data,41,10,1,12,0,287,5,234.4954096,4998,fast,0
PATCH,/data,272,10,1,12,0,322,5,243.0159184,4961,normal,1
DELETE,/data,154,10,1,12,0,287,5,234.4954096,4998,normal,0
PUT,/login,152,11,1,12,0,313,5,242.773283,4979,normal,0
PUT,/login,190,11,1,12,0,308,5,234.9827711,4994,normal,0
POST,/users,21,11,1,12,0,315,5,238.6485995,4986,fast,0
PUT,/data,176,11,1,12,0,322,5,243.0159184,4961,normal,0
POST,/data,18,11,1,12,0,305,5,238.7543703,4942,fast,0
PUT,/data,34,11,1,12,0,308,5,234.9827711,4994,fast,0
POST,/login,269,11,1,12,0,305,5,238.7543703,4942,normal,1
DELETE,/users,213,12,1,12,0,287,5,234.4954096,4998,normal,1
POST,/metrics,23,12,1,12,0,287,5,234.4954096,4998,fast,0
DELETE,/data,231,12,1,12,0,313,5,242.773283,4979,normal,1
GET,/metrics,22,12,1,12,0,308,5,234.9827711,4994,fast,0
POST,/admin,288,12,1,12,0,315,5,238.6485995,4986,normal,1
GET,/data,37,12,1,12,0,305,5,238.7543703,4942,fast,0
GET,/login,267,12,1,12,0,319,5,243.46375,4857,normal,1
PATCH,/login,93,12,1,12,0,303,5,251.9843433,4980,fast,0
POST,/metrics,228,12,1,12,0,315,5,238.6485995,4986,normal,1
DELETE,/data,65,12,1,12,0,313,5,242.773283,4979,fast,0
PATCH,/admin,72,13,1,12,0,281,5,231.1578757,4991,fast,0
GET,/login,251,13,1,12,0,315,5,238.6485995,4986,normal,1
PUT,/users,206,13,1,12,0,281,5,231.1578757,4991,normal,1
PUT,/admin,256,13,1,12,0,287,5,234.4954096,4998,normal,1
POST,/metrics,214,13,1,12,0,322,5,243.0159184,4961,normal,1
POST,/users,118,13,1,12,0,303,5,251.9843433,4980,normal,0
DELETE,/admin,288,13,1,12,0,281,5,231.1578757,4991,normal,1
POST,/data,106,14,1,12,0,319,5,243.46375,4857,normal,0
DELETE,/login,100,14,1,12,0,322,5,243.0159184,4961,fast,0
DELETE,/data,176,14,1,12,0,313,5,242.773283,4979,normal,0
GET,/admin,231,14,1,12,0,313,5,242.773283,4979,normal,1
PUT,/users,293,14,1,12,0,319,5,243.46375,4857,normal,1
PATCH,/metrics,54,14,1,12,0,315,5,238.6485995,4986,fast,0
PATCH,/data,168,14,1,12,0,287,5,234.4954096,4998,normal,0
PATCH,/data,42,14,1,12,0,281,5,231.1578757,4991,fast,0
PATCH,/admin,220,14,1,12,0,303,5,251.9843433,4980,normal,1
PUT,/metrics,34,14,1,12,0,313,5,242.773283,4979,fast,0
PUT,/admin,59,15,1,12,0,313,5,242.773283,4979,fast,0
PUT,/metrics,92,15,1,12,0,319,5,243.46375,4857,fast,0
DELETE,/data,136,15,1,12,0,315,5,238.6485995,4986,normal,0
PUT,/users,242,16,1,12,0,322,5,243.0159184,4961,normal,1
GET,/data,192,16,1,12,0,305,5,238.7543703,4942,normal,0
GET,/admin,204,16,1,12,0,322,5,243.0159184,4961,normal,1
DELETE,/data,64,16,1,12,0,322,5,243.0159184,4961,fast,0
POST,/users,199,16,1,12,0,319,5,243.46375,4857,normal,0
POST,/admin,287,16,1,12,0,287,5,234.4954096,4998,normal,1
PUT,/users,167,16,1,12,0,303,5,251.9843433,4980,normal,0
GET,/users,53,16,1,12,0,287,5,234.4954096,4998,fast,0
GET,/login,68,16,1,12,0,281,5,231.1578757,4991,fast,0
POST,/data,166,16,1,12,0,287,5,234.4954096,4998,normal,0
DELETE,/users,186,17,1,12,0,313,5,242.773283,4979,normal,0
POST,/data,163,17,1,12,0,303,5,251.9843433,4980,normal,0
GET,/users,281,17,1,12,0,322,5,243.0159184,4961,normal,1
PUT,/metrics,260,17,1,12,0,315,5,238.6485995,4986,normal,1
POST,/login,154,17,1,12,0,303,5,251.9843433,4980,normal,0
PUT,/data,279,17,1,12,0,313,5,242.773283,4979,normal,1
PUT,/admin,119,17,1,12,0,303,5,251.9843433,4980,normal,0
POST,/admin,292,18,1,12,0,281,5,231.1578757,4991,normal,1
PUT,/admin,222,18,1,12,0,281,5,231.1578757,4991,normal,1
PATCH,/users,294,18,1,12,0,308,5,234.9827711,4994,normal,1
PUT,/users,191,18,1,12,0,308,5,234.9827711,4994,normal,0
PATCH,/metrics,212,19,1,12,0,303,5,251.9843433,4980,normal,1
POST,/data,298,19,1,12,0,281,5,231.1578757,4991,normal,1
PATCH,/users,177,19,1,12,0,319,5,243.46375,4857,normal,0
GET,/login,148,19,1,12,0,322,5,243.0159184,4961,normal,0
PUT,/admin,99,19,1,12,0,313,5,242.773283,4979,fast,0
POST,/data,75,19,1,12,0,315,5,238.6485995,4986,fast,0
PATCH,/admin,79,20,1,12,0,319,5,243.46375,4857,fast,0
POST,/metrics,131,20,1,12,0,308,5,234.9827711,4994,normal,0
PATCH,/data,19,20,1,12,0,319,5,243.46375,4857,fast,0
DELETE,/data,18,20,1,12,0,315,5,238.6485995,4986,fast,0
GET,/admin,195,20,1,12,0,303,5,251.9843433,4980,normal,0
DELETE,/metrics,120,20,1,12,0,303,5,251.9843433,4980,normal,0
GET,/login,12,21,1,12,0,305,5,238.7543703,4942,fast,0
POST,/data,36,21,1,12,0,322,5,243.0159184,4961,fast,0
PUT,/admin,206,21,1,12,0,308,5,234.9827711,4994,normal,1
POST,/admin,199,21,1,12,0,322,5,243.0159184,4961,normal,0
POST,/admin,56,21,1,12,0,315,5,238.6485995,4986,fast,0
DELETE,/admin,120,21,1,12,0,303,5,251.9843433,4980,normal,0
DELETE,/users,156,22,1,12,0,313,5,242.773283,4979,normal,0
DELETE,/admin,94,22,1,12,0,313,5,242.773283,4979,fast,0
PATCH,/metrics,115,22,1,12,0,313,5,242.773283,4979,normal,0
PATCH,/users,47,22,1,12,0,303,5,251.9843433,4980,fast,0
GET,/login,299,22,1,12,0,322,5,243.0159184,4961,normal,1
DELETE,/admin,144,22,1,12,0,313,5,242.773283,4979,normal,0
GET,/users,35,22,1,12,0,281,5,231.1578757,4991,fast,0
DELETE,/users,226,22,1,12,0,313,5,242.773283,4979,normal,1
PUT,/data,117,23,1,12,0,315,5,238.6485995,4986,normal,0
PUT,/login,34,23,1,12,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,154,23,1,12,0,303,5,251.9843433,4980,normal,0
PATCH,/login,130,23,1,12,0,281,5,231.1578757,4991,normal,0
POST,/users,215,23,1,12,0,313,5,242.773283,4979,normal,1
PATCH,/metrics,233,23,1,12,0,303,5,251.9843433,4980,normal,1
GET,/admin,297,23,1,12,0,313,5,242.773283,4979,normal,1
GET,/metrics,83,23,1,12,0,305,5,238.7543703,4942,fast,0
DELETE,/users,298,23,1,12,0,308,5,234.9827711,4994,normal,1
PATCH,/login,70,23,1,12,0,313,5,242.773283,4979,fast,0
POST,/login,268,23,1,12,0,287,5,234.4954096,4998,normal,1
POST,/users,102,23,1,12,0,315,5,238.6485995,4986,normal,0
PATCH,/login,288,0,2,12,0,322,5,243.0159184,4961,normal,1
DELETE,/login,197,0,2,12,0,315,5,238.6485995,4986,normal,0
GET,/admin,137,0,2,12,0,305,5,238.7543703,4942,normal,0
POST,/admin,106,0,2,12,0,281,5,231.1578757,4991,normal,0
PATCH,/admin,281,0,2,12,0,303,5,251.9843433,4980,normal,1
PUT,/users,235,0,2,12,0,313,5,242.773283,4979,normal,1
DELETE,/login,223,0,2,12,0,305,5,238.7543703,4942,normal,1
POST,/users,21,0,2,12,0,281,5,231.1578757,4991,fast,0
DELETE,/data,51,0,2,12,0,287,5,234.4954096,4998,fast,0
DELETE,/admin,38,0,2,12,0,287,5,234.4954096,4998,fast,0
PATCH,/users,18,1,2,12,0,319,5,243.46375,4857,fast,0
GET,/admin,181,1,2,12,0,315,5,238.6485995,4986,normal,0
POST,/users,279,1,2,12,0,303,5,251.9843433,4980,normal,1
DELETE,/data,167,1,2,12,0,287,5,234.4954096,4998,normal,0
GET,/users,87,1,2,12,0,319,5,243.46375,4857,fast,0
DELETE,/metrics,212,1,2,12,0,281,5,231.1578757,4991,normal,1
PATCH,/data,191,1,2,12,0,287,5,234.4954096,4998,normal,0
PUT,/data,192,1,2,12,0,305,5,238.7543703,4942,normal,0
PUT,/metrics,52,2,2,12,0,287,5,234.4954096,4998,fast,0
GET,/login,62,2,2,12,0,322,5,243.0159184,4961,fast,0
DELETE,/data,84,2,2,12,0,322,5,243.0159184,4961,fast,0
PATCH,/data,137,2,2,12,0,281,5,231.1578757,4991,normal,0
DELETE,/login,157,2,2,12,0,313,5,242.773283,4979,normal,0
PUT,/admin,213,2,2,12,0,313,5,242.773283,4979,normal,1
POST,/users,169,2,2,12,0,303,5,251.9843433,4980,normal,0
DELETE,/admin,241,2,2,12,0,287,5,234.4954096,4998,normal,1
GET,/users,169,2,2,12,0,319,5,243.46375,4857,normal,0
DELETE,/admin,188,2,2,12,0,319,5,243.46375,4857,normal,0
PATCH,/admin,157,2,2,12,0,287,5,234.4954096,4998,normal,0
PATCH,/login,104,3,2,12,0,315,5,238.6485995,4986,normal,0
DELETE,/metrics,227,3,2,12,0,315,5,238.6485995,4986,normal,1
GET,/users,93,3,2,12,0,281,5,231.1578757,4991,fast,0
DELETE,/admin,245,3,2,12,0,313,5,242.773283,4979,normal,1
PATCH,/users,25,3,2,12,0,281,5,231.1578757,4991,fast,0
PATCH,/users,214,3,2,12,0,308,5,234.9827711,4994,normal,1
PATCH,/login,261,3,2,12,0,287,5,234.4954096,4998,normal,1
GET,/login,13,3,2,12,0,322,5,243.0159184,4961,fast,0
DELETE,/metrics,175,3,2,12,0,305,5,238.7543703,4942,normal,0
PUT,/metrics,67,3,2,12,0,281,5,231.1578757,4991,fast,0
DELETE,/admin,123,4,2,12,0,287,5,234.4954096,4998,normal,0
PATCH,/metrics,216,4,2,12,0,322,5,243.0159184,4961,normal,1
PUT,/admin,196,4,2,12,0,305,5,238.7543703,4942,normal,0
DELETE,/data,98,4,2,12,0,303,5,251.9843433,4980,fast,0
GET,/metrics,298,4,2,12,0,305,5,238.7543703,4942,normal,1
GET,/users,205,4,2,12,0,319,5,243.46375,4857,normal,1
POST,/metrics,169,4,2,12,0,287,5,234.4954096,4998,normal,0
DELETE,/data,55,5,2,12,0,319,5,243.46375,4857,fast,0
POST,/data,27,5,2,12,0,281,5,231.1578757,4991,fast,0
GET,/data,206,5,2,12,0,319,5,243.46375,4857,normal,1
POST,/login,20,5,2,12,0,308,5,234.9827711,4994,fast,0
GET,/login,58,5,2,12,0,281,5,231.1578757,4991,fast,0
DELETE,/metrics,51,5,2,12,0,313,5,242.773283,4979,fast,0
PATCH,/login,170,5,2,12,0,303,5,251.9843433,4980,normal,0
GET,/login,300,5,2,12,0,322,5,243.0159184,4961,normal,1
PUT,/data,72,5,2,12,0,287,5,234.4954096,4998,fast,0
PUT,/users,22,6,2,12,0,308,5,234.9827711,4994,fast,0
GET,/data,20,6,2,12,0,287,5,234.4954096,4998,fast,0
GET,/admin,185,6,2,12,0,319,5,243.46375,4857,normal,0
GET,/data,12,6,2,12,0,313,5,242.773283,4979,fast,0
GET,/users,296,6,2,12,0,303,5,251.9843433,4980,normal,1
DELETE,/admin,178,6,2,12,0,305,5,238.7543703,4942,normal,0
PATCH,/data,54,6,2,12,0,305,5,238.7543703,4942,fast,0
POST,/admin,178,6,2,12,0,308,5,234.9827711,4994,normal,0
PUT,/admin,116,6,2,12,0,287,5,234.4954096,4998,normal,0
DELETE,/metrics,253,6,2,12,0,281,5,231.1578757,4991,normal,1
GET,/users,232,6,2,12,0,308,5,234.9827711,4994,normal,1
POST,/metrics,212,7,2,12,0,308,5,234.9827711,4994,normal,1
GET,/login,128,7,2,12,0,303,5,251.9843433,4980,normal,0
PATCH,/data,162,7,2,12,0,287,5,234.4954096,4998,normal,0
PATCH,/metrics,247,7,2,12,0,322,5,243.0159184,4961,normal,1
GET,/metrics,70,7,2,12,0,305,5,238.7543703,4942,fast,0
GET,/users,298,7,2,12,0,281,5,231.1578757,4991,normal,1
PATCH,/data,107,7,2,12,0,281,5,231.1578757,4991,normal,0
POST,/admin,54,8,2,12,0,305,5,238.7543703,4942,fast,0
PATCH,/login,11,8,2,12,0,287,5,234.4954096,4998,fast,0
POST,/metrics,17,8,2,12,0,313,5,242.773283,4979,fast,0
PATCH,/login,174,8,2,12,0,287,5,234.4954096,4998,normal,0
DELETE,/data,170,8,2,12,0,322,5,243.0159184,4961,normal,0
PATCH,/users,233,8,2,12,0,319,5,243.46375,4857,normal,1
POST,/login,164,9,2,12,0,308,5,234.9827711,4994,normal,0
PUT,/login,133,9,2,12,0,319,5,243.46375,4857,normal,0
POST,/users,77,9,2,12,0,313,5,242.773283,4979,fast,0
PUT,/admin,157,9,2,12,0,305,5,238.7543703,4942,normal,0
GET,/users,85,10,2,12,0,319,5,243.46375,4857,fast,0
POST,/data,102,10,2,12,0,313,5,242.773283,4979,normal,0
POST,/metrics,232,10,2,12,0,308,5,234.9827711,4994,normal,1
PATCH,/data,145,10,2,12,0,305,5,238.7543703,4942,normal,0
POST,/users,185,11,2,12,0,281,5,231.1578757,4991,normal,0
PATCH,/users,250,11,2,12,0,281,5,231.1578757,4991,normal,1
PUT,/login,250,11,2,12,0,305,5,238.7543703,4942,normal,1
POST,/data,110,11,2,12,0,281,5,231.1578757,4991,normal,0
GET,/metrics,37,11,2,12,0,319,5,243.46375,4857,fast,0
DELETE,/login,81,11,2,12,0,308,5,234.9827711,4994,fast,0
POST,/login,80,11,2,12,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,72,11,2,12,0,303,5,251.9843433,4980,fast,0
POST,/data,115,11,2,12,0,287,5,234.4954096,4998,normal,0
GET,/login,107,11,2,12,0,308,5,234.9827711,4994,normal,0
GET,/login,21,11,2,12,0,315,5,238.6485995,4986,fast,0
DELETE,/data,202,12,2,12,0,287,5,234.4954096,4998,normal,1
GET,/data,169,12,2,12,0,287,5,234.4954096,4998,normal,0
POST,/login,254,12,2,12,0,315,5,238.6485995,4986,normal,1
POST,/users,256,12,2,12,0,322,5,243.0159184,4961,normal,1
DELETE,/users,118,12,2,12,0,303,5,251.9843433,4980,normal,0
DELETE,/data,199,12,2,12,0,305,5,238.7543703,4942,normal,0
PUT,/data,159,12,2,12,0,313,5,242.773283,4979,normal,0
GET,/users,170,12,2,12,0,322,5,243.0159184,4961,normal,0
POST,/users,171,12,2,12,0,315,5,238.6485995,4986,normal,0
GET,/login,10,13,2,12,0,308,5,234.9827711,4994,fast,0
PUT,/users,115,13,2,12,0,313,5,242.773283,4979,normal,0
DELETE,/metrics,246,13,2,12,0,308,5,234.9827711,4994,normal,1
PUT,/login,250,13,2,12,0,308,5,234.9827711,4994,normal,1
PUT,/metrics,161,13,2,12,0,281,5,231.1578757,4991,normal,0
PUT,/admin,154,14,2,12,0,281,5,231.1578757,4991,normal,0
POST,/data,228,14,2,12,0,308,5,234.9827711,4994,normal,1
PATCH,/admin,126,14,2,12,0,322,5,243.0159184,4961,normal,0
PATCH,/users,235,14,2,12,0,315,5,238.6485995,4986,normal,1
PATCH,/admin,224,14,2,12,0,322,5,243.0159184,4961,normal,1
PATCH,/users,300,14,2,12,0,281,5,231.1578757,4991,normal,1
DELETE,/login,204,14,2,12,0,305,5,238.7543703,4942,normal,1
PATCH,/admin,25,14,2,12,0,303,5,251.9843433,4980,fast,0
POST,/users,61,14,2,12,0,322,5,243.0159184,4961,fast,0
POST,/users,194,14,2,12,0,313,5,242.773283,4979,normal,0
POST,/login,283,15,2,12,0,308,5,234.9827711,4994,normal,1
PUT,/metrics,137,15,2,12,0,308,5,234.9827711,4994,normal,0
PUT,/admin,209,15,2,12,0,315,5,238.6485995,4986,normal,1
PUT,/admin,92,15,2,12,0,287,5,234.4954096,4998,fast,0
PATCH,/metrics,238,15,2,12,0,313,5,242.773283,4979,normal,1
POST,/metrics,195,15,2,12,0,281,5,231.1578757,4991,normal,0
POST,/login,281,15,2,12,0,287,5,234.4954096,4998,normal,1
POST,/admin,225,15,2,12,0,319,5,243.46375,4857,normal,1
PATCH,/data,218,16,2,12,0,315,5,238.6485995,4986,normal,1
PUT,/login,277,16,2,12,0,308,5,234.9827711,4994,normal,1
GET,/metrics,84,16,2,12,0,313,5,242.773283,4979,fast,0
PUT,/users,68,16,2,12,0,281,5,231.1578757,4991,fast,0
DELETE,/login,138,17,2,12,0,287,5,234.4954096,4998,normal,0
GET,/users,152,17,2,12,0,281,5,231.1578757,4991,normal,0
POST,/login,32,17,2,12,0,322,5,243.0159184,4961,fast,0
POST,/users,13,17,2,12,0,305,5,238.7543703,4942,fast,0
DELETE,/data,253,18,2,12,0,315,5,238.6485995,4986,normal,1
PATCH,/data,163,18,2,12,0,322,5,243.0159184,4961,normal,0
GET,/login,266,18,2,12,0,319,5,243.46375,4857,normal,1
POST,/metrics,200,18,2,12,0,287,5,234.4954096,4998,normal,0
GET,/users,54,18,2,12,0,287,5,234.4954096,4998,fast,0
PUT,/data,175,18,2,12,0,308,5,234.9827711,4994,normal,0
DELETE,/metrics,197,18,2,12,0,319,5,243.46375,4857,normal,0
PATCH,/admin,23,18,2,12,0,308,5,234.9827711,4994,fast,0
PATCH,/login,12,18,2,12,0,322,5,243.0159184,4961,fast,0
DELETE,/metrics,79,19,2,12,0,305,5,238.7543703,4942,fast,0
GET,/admin,140,19,2,12,0,313,5,242.773283,4979,normal,0
PUT,/users,29,19,2,12,0,281,5,231.1578757,4991,fast,0
POST,/data,226,19,2,12,0,287,5,234.4954096,4998,normal,1
POST,/data,32,19,2,12,0,305,5,238.7543703,4942,fast,0
GET,/admin,260,19,2,12,0,308,5,234.9827711,4994,normal,1
PUT,/data,27,19,2,12,0,315,5,238.6485995,4986,fast,0
POST,/metrics,176,20,2,12,0,322,5,243.0159184,4961,normal,0
GET,/metrics,161,20,2,12,0,322,5,243.0159184,4961,normal,0
PATCH,/admin,278,20,2,12,0,319,5,243.46375,4857,normal,1
DELETE,/admin,69,20,2,12,0,315,5,238.6485995,4986,fast,0
POST,/admin,157,20,2,12,0,313,5,242.773283,4979,normal,0
GET,/users,131,20,2,12,0,313,5,242.773283,4979,normal,0
GET,/admin,79,20,2,12,0,319,5,243.46375,4857,fast,0
PUT,/users,98,20,2,12,0,315,5,238.6485995,4986,fast,0
POST,/login,215,21,2,12,0,308,5,234.9827711,4994,normal,1
PUT,/users,79,21,2,12,0,303,5,251.9843433,4980,fast,0
PATCH,/data,45,21,2,12,0,315,5,238.6485995,4986,fast,0
PUT,/users,33,21,2,12,0,287,5,234.4954096,4998,fast,0
GET,/login,163,21,2,12,0,319,5,243.46375,4857,normal,0
PATCH,/admin,165,21,2,12,0,303,5,251.9843433,4980,normal,0
PATCH,/login,247,21,2,12,0,315,5,238.6485995,4986,normal,1
GET,/data,204,21,2,12,0,313,5,242.773283,4979,normal,1
GET,/users,90,21,2,12,0,305,5,238.7543703,4942,fast,0
PATCH,/metrics,251,21,2,12,0,313,5,242.773283,4979,normal,1
DELETE,/data,160,21,2,12,0,281,5,231.1578757,4991,normal,0
GET,/data,71,22,2,12,0,303,5,251.9843433,4980,fast,0
DELETE,/users,150,22,2,12,0,281,5,231.1578757,4991,normal,0
PATCH,/admin,61,22,2,12,0,305,5,238.7543703,4942,fast,0
DELETE,/users,229,22,2,12,0,305,5,238.7543703,4942,normal,1
PATCH,/users,108,22,2,12,0,319,5,243.46375,4857,normal,0
PATCH,/data,53,23,2,12,0,322,5,243.0159184,4961,fast,0
GET,/metrics,295,23,2,12,0,313,5,242.773283,4979,normal,1
PATCH,/data,30,23,2,12,0,313,5,242.773283,4979,fast,0
DELETE,/users,194,23,2,12,0,308,5,234.9827711,4994,normal,0
PATCH,/metrics,222,23,2,12,0,305,5,238.7543703,4942,normal,1
PATCH,/admin,293,23,2,12,0,305,5,238.7543703,4942,normal,1
POST,/data,56,23,2,12,0,319,5,243.46375,4857,fast,0
PATCH,/login,163,0,3,12,0,313,5,242.773283,4979,normal,0
PATCH,/metrics,27,0,3,12,0,305,5,238.7543703,4942,fast,0
DELETE,/admin,297,0,3,12,0,281,5,231.1578757,4991,normal,1
DELETE,/metrics,95,0,3,12,0,322,5,243.0159184,4961,fast,0
PUT,/login,131,1,3,12,0,303,5,251.9843433,4980,normal,0
DELETE,/admin,13,1,3,12,0,303,5,251.9843433,4980,fast,0
POST,/metrics,16,1,3,12,0,308,5,234.9827711,4994,fast,0
GET,/metrics,252,1,3,12,0,287,5,234.4954096,4998,normal,1
PATCH,/login,137,1,3,12,0,313,5,242.773283,4979,normal,0
DELETE,/admin,154,2,3,12,0,281,5,231.1578757,4991,normal,0
GET,/admin,78,2,3,12,0,287,5,234.4954096,4998,fast,0
PATCH,/login,160,2,3,12,0,287,5,234.4954096,4998,normal,0
PATCH,/admin,85,2,3,12,0,281,5,231.1578757,4991,fast,0
POST,/data,58,2,3,12,0,287,5,234.4954096,4998,fast,0
POST,/admin,255,2,3,12,0,308,5,234.9827711,4994,normal,1
PUT,/admin,238,2,3,12,0,281,5,231.1578757,4991,normal,1
PUT,/admin,17,2,3,12,0,281,5,231.1578757,4991,fast,0
POST,/data,94,2,3,12,0,303,5,251.9843433,4980,fast,0
DELETE,/login,249,2,3,12,0,313,5,242.773283,4979,normal,1
GET,/data,145,2,3,12,0,319,5,243.46375,4857,normal,0
GET,/users,237,2,3,12,0,322,5,243.0159184,4961,normal,1
POST,/admin,223,2,3,12,0,322,5,243.0159184,4961,normal,1
PATCH,/metrics,109,2,3,12,0,305,5,238.7543703,4942,normal,0
PATCH,/login,177,3,3,12,0,315,5,238.6485995,4986,normal,0
DELETE,/login,121,3,3,12,0,303,5,251.9843433,4980,normal,0
PUT,/metrics,254,3,3,12,0,281,5,231.1578757,4991,normal,1
DELETE,/data,141,3,3,12,0,322,5,243.0159184,4961,normal,0
POST,/data,178,3,3,12,0,315,5,238.6485995,4986,normal,0
PUT,/admin,246,3,3,12,0,305,5,238.7543703,4942,normal,1
GET,/metrics,86,3,3,12,0,315,5,238.6485995,4986,fast,0
DELETE,/data,181,3,3,12,0,319,5,243.46375,4857,normal,0
GET,/admin,104,3,3,12,0,305,5,238.7543703,4942,normal,0
PUT,/metrics,63,3,3,12,0,287,5,234.4954096,4998,fast,0
PUT,/data,230,4,3,12,0,319,5,243.46375,4857,normal,1
POST,/admin,290,4,3,12,0,319,5,243.46375,4857,normal,1
DELETE,/data,170,4,3,12,0,319,5,243.46375,4857,normal,0
POST,/users,192,4,3,12,0,322,5,243.0159184,4961,normal,0
GET,/data,278,4,3,12,0,315,5,238.6485995,4986,normal,1
PUT,/login,52,4,3,12,0,287,5,234.4954096,4998,fast,0
PATCH,/users,52,4,3,12,0,305,5,238.7543703,4942,fast,0
POST,/users,230,4,3,12,0,313,5,242.773283,4979,normal,1
POST,/admin,228,5,3,12,0,313,5,242.773283,4979,normal,1
DELETE,/login,119,5,3,12,0,281,5,231.1578757,4991,normal,0
POST,/login,154,5,3,12,0,303,5,251.9843433,4980,normal,0
PUT,/users,280,5,3,12,0,313,5,242.773283,4979,normal,1
POST,/admin,202,5,3,12,0,313,5,242.773283,4979,normal,1
PUT,/users,191,5,3,12,0,303,5,251.9843433,4980,normal,0
GET,/data,187,5,3,12,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,176,5,3,12,0,287,5,234.4954096,4998,normal,0
DELETE,/metrics,237,6,3,12,0,322,5,243.0159184,4961,normal,1
DELETE,/metrics,65,6,3,12,0,287,5,234.4954096,4998,fast,0
POST,/users,123,6,3,12,0,305,5,238.7543703,4942,normal,0
POST,/data,67,6,3,12,0,305,5,238.7543703,4942,fast,0
GET,/login,10,6,3,12,0,305,5,238.7543703,4942,fast,0
POST,/login,253,6,3,12,0,315,5,238.6485995,4986,normal,1
PATCH,/data,204,7,3,12,0,315,5,238.6485995,4986,normal,1
GET,/metrics,61,7,3,12,0,305,5,238.7543703,4942,fast,0
PATCH,/data,179,7,3,12,0,308,5,234.9827711,4994,normal,0
PATCH,/users,14,7,3,12,0,315,5,238.6485995,4986,fast,0
POST,/users,35,7,3,12,0,315,5,238.6485995,4986,fast,0
GET,/data,45,7,3,12,0,308,5,234.9827711,4994,fast,0
POST,/metrics,220,7,3,12,0,319,5,243.46375,4857,normal,1
PATCH,/data,81,7,3,12,0,281,5,231.1578757,4991,fast,0
PATCH,/admin,253,8,3,12,0,305,5,238.7543703,4942,normal,1
DELETE,/metrics,29,8,3,12,0,308,5,234.9827711,4994,fast,0
DELETE,/login,258,8,3,12,0,319,5,243.46375,4857,normal,1
DELETE,/admin,205,8,3,12,0,281,5,231.1578757,4991,normal,1
PATCH,/metrics,173,8,3,12,0,319,5,243.46375,4857,normal,0
PATCH,/data,77,8,3,12,0,303,5,251.9843433,4980,fast,0
DELETE,/admin,43,8,3,12,0,305,5,238.7543703,4942,fast,0
GET,/metrics,139,8,3,12,0,281,5,231.1578757,4991,normal,0
GET,/login,27,8,3,12,0,287,5,234.4954096,4998,fast,0
PATCH,/data,75,8,3,12,0,287,5,234.4954096,4998,fast,0
DELETE,/users,48,8,3,12,0,319,5,243.46375,4857,fast,0
POST,/metrics,285,9,3,12,0,315,5,238.6485995,4986,normal,1
PUT,/login,297,9,3,12,0,315,5,238.6485995,4986,normal,1
PATCH,/metrics,229,9,3,12,0,319,5,243.46375,4857,normal,1
DELETE,/login,114,9,3,12,0,287,5,234.4954096,4998,normal,0
PATCH,/login,270,9,3,12,0,322,5,243.0159184,4961,normal,1
POST,/admin,262,9,3,12,0,322,5,243.0159184,4961,normal,1
PUT,/metrics,42,9,3,12,0,287,5,234.4954096,4998,fast,0
PUT,/data,296,9,3,12,0,319,5,243.46375,4857,normal,1
POST,/users,225,10,3,12,0,313,5,242.773283,4979,normal,1
PATCH,/data,112,10,3,12,0,319,5,243.46375,4857,normal,0
